Paper,ID,PaperID,DecompID,Source,Experiment_Type,Latitude,Longitude,MAT,MAP,Duration_years,Treatment,N_addition_kgN_ha_yr,N_Form,N_Form_Cat2,Ecosystem,Substrate_Cat,FinalMass,Years,Harvests,single.k,double.ks,double.k,double.A,asymp.k,asymp.A,weibull.alpha,weibull.beta,weibull.mrt,weibull.half.life,weibull.quarter,weibull.tenth,weibull.AIC,Single_AICc,Asym_AICc,Double_AICc,Best_Model_3,Best_Model_4,Single_3,Double_3,Asymp_3,Single_4,Double_4,Asymp_4,Weibull_4,Single,Double,Asymp,Weibull
Keeler_etal_2008,859,11,141,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,wood,0.342735561,4.83014,6,0.22594658,0.2259466,0.2259429,0.6185703,0.22594633,0,1.377664906,3.976558661,3.63375664,3.047670566,1.609721097,0.776430491,-10.1855098,-10.7490895,-6.5490895,0.4509105,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,866,11,142,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,grassland,filter,0.609652163,4.83014,6,0.090279002,0.09027792,0.09027697,0.21173518,0.090289539,0,1.575757162,7.340191253,6.590609539,5.816915273,3.329086068,1.759882062,-24.140816,-20.419343,-16.219115,-9.219343,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,873,11,143,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,grassland,filter,0.351476234,4.83014,6,0.166254369,0.166220862,0.166258166,0.046729428,0.166256556,0,1.591001703,4.855121562,4.355266957,3.856145079,2.218747858,1.180100818,-22.07576102,-16.02557989,-11.82557988,-4.825579874,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,880,11,144,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,grassland,broadleaf deciduous,0.351476234,4.83014,6,0.287143206,0.026767813,0.518294938,0.285639593,0.493602499,0.240679915,0.853840324,3.624168007,3.931906662,2.359317658,0.842361024,0.259770018,-13.9534788,-15.95177979,-14.39365952,-7.397291967,Single,Single,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Single,NA,Asymp,Weibull
Keeler_etal_2008,887,11,145,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,grassland,broadleaf deciduous,0.296490859,4.83014,6,0.309656133,0.016454512,0.715485493,0.325939592,0.68919616,0.298941706,0.712833716,3.49639498,4.35121769,2.090846804,0.608913189,0.148792996,-18.76515748,-15.22597438,-23.28154096,-16.29739862,Asymp,Asymp,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,Asymp,NA
Keeler_etal_2008,894,11,146,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,grassland,broadleaf deciduous,0.238957442,4.83014,6,0.325621739,0.232454778,6.070199522,0.804850857,0.651589977,0.263985254,0.641759964,3.31282921,4.59166613,1.87141839,0.475410593,0.099385053,-22.72406847,-14.31385993,-14.04683661,-19.19688818,Double,Weibull,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Double,NA,Weibull
Keeler_etal_2008,901,11,147,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,grassland,broadleaf deciduous,0.427798122,4.83014,6,0.243386324,0.092126042,2.48367092,0.652519254,1.215546447,0.457662827,0.435179969,6.561675589,17.56963464,2.826490955,0.374671395,0.037258587,-35.60589968,-9.29656151,-22.96857818,-28.83641769,Double,Weibull,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Double,NA,Weibull
Keeler_etal_2008,908,11,148,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,grassland,broadleaf deciduous,0.349152341,4.83014,6,0.245406255,0.076191297,0.523781901,0.44667067,0.426166501,0.261946709,0.821375019,4.376070348,4.868057251,2.80087651,0.96012216,0.282633268,-19.30109545,-19.81352476,-18.92861812,-11.96286166,Single,Single,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Single,NA,Asymp,Weibull
Keeler_etal_2008,915,11,149,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,grassland,broadleaf deciduous,0.341983047,4.83014,6,0.270085462,0.091804693,0.808471285,0.523686605,0.587457076,0.314047614,0.715568867,4.124905043,5.115447366,2.471548879,0.723186411,0.177670996,-32.55938404,-19.26333968,-40.98476623,-40.57096832,Asymp,Asymp,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,Double,Asymp,NA
Keeler_etal_2008,922,11,150,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,grassland,broadleaf deciduous,0.483623553,4.83014,6,0.158657389,0.531557505,0.112742368,0.191241645,0.251221784,0.268816981,0.896338405,6.800852189,7.171790131,4.518353973,1.69394523,0.552349362,-32.80690397,-32.70076637,-32.53358059,-25.75022058,Single,Weibull,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Single,NA,Asymp,Weibull
Keeler_etal_2008,929,11,151,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,grassland,broadleaf deciduous,0.483623553,4.83014,6,0.127499616,0.046867363,0.62736123,0.717129983,0.41758612,0.526822093,0.732286298,10.73172388,13.03843448,6.505833583,1.957799989,0.496651767,-26.62746533,-23.42770794,-27.79767657,-21.07686711,Asymp,Asymp,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,Asymp,Weibull
Keeler_etal_2008,936,11,152,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,grassland,conifer,0.600330449,4.83014,6,0.10854202,0.168069462,0.106493331,0.036977527,0.113159923,0.033058408,1.020127585,9.036603838,8.962666179,6.309156366,2.664366354,0.995327823,-30.56475464,-33.70348311,-29.50845321,-22.50421679,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Single,NA,NA,NA
Keeler_etal_2008,943,11,153,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,grassland,conifer,0.495162251,4.83014,6,0.112095369,0.1120955,0.1120935,0.2842258,0.112108284,0,1.370014523,6.956923988,6.363138259,5.323934393,2.801994532,1.346018459,-19.585935,-20.310205,-16.109907,-9.110205,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,950,11,154,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,grassland,graminoid,0.572358217,4.83014,6,0.123742955,1.00E-05,0.212518056,0.325851255,0.212569696,0.325936729,0.916621585,8.748358125,9.115192244,5.865068129,2.247090559,0.751111721,-37.86194103,-37.9223693,-41.20289648,-34.2027999,Asymp,Asymp,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,Asymp,NA
Keeler_etal_2008,957,11,155,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,grassland,graminoid,0.556180089,4.83014,6,0.1262147,0.1262334,0.1262031,0.3213982,0.126981817,0.004747546,1.050626881,7.606142549,7.458391206,5.366116709,2.323543432,0.89317564,-28.75911275,-31.59878837,-27.39883013,-21.46457144,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,964,11,156,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,grassland,wood,0.506287324,4.83014,6,0.105381289,0.1053808,0.1053797,0.2796623,0.105392266,0,1.789556072,6.20512962,5.519725298,5.055969849,3.093089731,1.764515223,-23.5724223,-17.49536487,-13.29506498,-15.42682043,Single,Weibull,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,Double,NA,Weibull
Keeler_etal_2008,971,11,157,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,grassland,wood,0.346899483,4.83014,6,0.154719831,0.154693898,0.154720881,0.041945777,0.1547199,0,1.950615379,4.731716909,4.195625428,3.921177815,2.498191216,1.492746433,-11.60316977,-8.365277402,-4.165277401,2.8347226,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,978,11,158,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,filter,0.004902221,4.83014,6,0.654846453,0.65484346,0.6548468,0.215455658,0.654846407,0,2.408214026,1.436967138,1.273927396,1.23409993,0.85656992,0.564440597,-25.26410445,-6.664189963,-2.464189963,4.535810037,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,985,11,159,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,filter,0.036210853,4.83014,6,0.612674847,0.612671958,0.612675332,0.265720178,0.612673958,0,3.039082019,1.494922625,1.335704496,1.325082301,0.992146354,0.712908954,-20.8602904,-4.869418678,-0.669418678,6.330581322,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,992,11,160,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,broadleaf deciduous,0.135812057,4.83014,6,0.454382608,1.00E-05,0.578735957,0.101681329,0.578732703,0.101675491,0.938180856,2.205920964,2.27137334,1.492543476,0.584586959,0.200387014,-16.36775817,-19.19636231,-16.99811166,-9.998107198,Single,Single,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Single,NA,Asymp,Weibull
Keeler_etal_2008,999,11,161,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,broadleaf deciduous,0.242180817,4.83014,6,0.40831531,1.00E-05,0.71040639,0.20702293,0.710399081,0.207012671,0.801569874,2.501985658,2.830791629,1.583821818,0.528750101,0.151016632,-14.69158263,-15.16308645,-19.24769274,-12.24761137,Asymp,Asymp,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,Asymp,NA
Keeler_etal_2008,1006,11,162,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,broadleaf deciduous,0.185865936,4.83014,6,0.501434566,0.137976927,1.26213916,0.378116236,0.964790808,0.20666565,0.657853767,1.992735698,2.686984787,1.141535268,0.299878917,0.065136973,-24.7747697,-13.62060146,-30.72418707,-29.59190563,Asymp,Asymp,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,Double,Asymp,NA
Keeler_etal_2008,1013,11,163,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,broadleaf deciduous,0.204575919,4.83014,6,0.482552967,0.211648483,1.887533359,0.538411902,1.001124487,0.223830511,0.617309195,2.066500468,2.999160146,1.141256594,0.274606042,0.053955837,-24.46135842,-12.10116326,-20.97740352,-18.97602193,Asymp,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
Keeler_etal_2008,1020,11,164,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,broadleaf deciduous,0.19426351,4.83014,6,0.367202319,1.00E-05,0.514426868,0.148799912,0.51442407,0.148791674,0.902221599,2.753925789,2.893744105,1.834539763,0.692188891,0.227359282,-17.16566289,-19.43638107,-18.03956573,-11.03955883,Single,Single,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Single,NA,Asymp,Weibull
Keeler_etal_2008,1027,11,165,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,broadleaf deciduous,0.301138061,4.83014,6,0.334547357,1.00E-05,0.556795772,0.2154516,0.556789426,0.215439686,0.852486909,3.074830569,3.339201196,2.000337704,0.713025478,0.219474811,-15.93814069,-17.49790771,-18.98546572,-11.98537686,Asymp,Asymp,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Single,NA,Asymp,NA
Keeler_etal_2008,1034,11,166,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,broadleaf deciduous,0.300232291,4.83014,6,0.273280491,1.00E-05,0.317814731,0.084878345,0.317813725,0.0848724,1.016136302,3.644519214,3.620427831,2.540934125,1.069413195,0.397958754,-20.5320308,-23.70021508,-19.90223443,-12.90222495,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Single,NA,NA,NA
Keeler_etal_2008,1041,11,167,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,broadleaf deciduous,0.34275139,4.83014,6,0.272870822,1.00E-05,0.428673963,0.216493759,0.428668997,0.21647978,0.902914463,3.771997732,3.961852134,2.513516275,0.949082629,0.312006124,-19.77506548,-21.91642463,-22.35230935,-15.35222772,Asymp,Asymp,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Single,NA,Asymp,Weibull
Keeler_etal_2008,1048,11,168,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,conifer,0.239641995,4.83014,6,0.286386641,0.2863855,2.86E-01,0.8384002,0.28638666,0,1.45763035,3.274708122,2.96710957,2.546664309,1.393036298,0.699335633,-21.084753,-14.992837,-10.792837,-3.792837,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1055,11,169,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,conifer,0.365901433,4.83014,6,0.237557271,0.245154443,0.237210793,0.043817174,0.284303957,0.105702548,1.064927883,4.118698456,4.018764818,2.919377217,1.278387428,0.497765173,-11.80376636,-14.8743354,-10.79760662,-3.674361756,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Single,NA,NA,NA
Keeler_etal_2008,1062,11,170,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,graminoid,0.30151806,4.83014,6,0.238831581,0.2388314,0.238828,0.589208,0.238831581,0,1.2072408,3.961655479,3.720831918,2.924333086,1.411481376,0.614223513,-26.35014,-23.96404,-19.76404,-12.76404,Single,Weibull,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1069,11,171,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,graminoid,0.428159167,4.83014,6,0.202820418,1.00E-05,0.274975206,0.177690661,0.274974219,0.177677517,0.978889414,4.980196966,5.026563,3.424831786,1.39473054,0.499859121,-23.68168949,-26.8182296,-23.98523903,-16.9852033,Single,Single,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Single,NA,Asymp,NA
Keeler_etal_2008,1076,11,172,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,wood,0.337546828,4.83014,6,0.210105119,0.2101041,0.2101029,0.4860652,0.210104419,0,1.570982064,4.089440262,3.672932018,3.238487242,1.850281404,0.976236067,-17.702326,-12.906861,-8.706861,-1.706861,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1083,11,173,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,wood,0.298780852,4.83014,6,0.253066028,0.253036726,0.253067389,0.04689232,0.253065335,0,1.441727839,3.60722988,3.27335836,2.797489207,1.520089442,0.757340691,-15.88160067,-13.48537483,-9.285374833,-2.285374828,Single,Weibull,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1090,11,174,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,filter,0.009384452,4.83014,6,0.70606856,0.706064779,0.706068596,0.012048305,0.706068525,0,2.581959294,1.337959509,1.188147286,1.160898446,0.825806688,0.559658886,-31.82041945,-5.355677455,-1.155677455,5.844322545,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1097,11,175,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,filter,0.024398426,4.83014,6,0.686123506,0.686120224,0.686122841,0.013281079,0.686123273,0,2.251229432,1.343444929,1.189934964,1.141600798,0.772445771,0.494415069,-20.71489921,-7.364406107,-3.164406107,3.835593893,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1104,11,176,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,broadleaf deciduous,0.158473587,4.83014,6,0.49581969,1.00E-05,0.603865186,0.08275901,0.603862606,0.082754544,0.995153948,2.017278805,2.021451723,1.395777722,0.57682466,0.210225114,-15.63108809,-18.82912824,-16.20784876,-9.207825757,Single,Single,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Single,NA,Asymp,NA
Keeler_etal_2008,1111,11,177,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,broadleaf deciduous,0.231260121,4.83014,6,0.41342783,1.00E-05,0.68418596,0.192684132,0.684179125,0.192674543,0.829989281,2.46086422,2.718549114,1.582372119,0.548487762,0.1635219,-14.52484581,-15.702698,-18.55993733,-11.55986172,Asymp,Asymp,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Single,NA,Asymp,NA
Keeler_etal_2008,1118,11,178,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,broadleaf deciduous,0.13516742,4.83014,6,0.581615782,0.282362961,1.80550177,0.531424127,0.960310631,0.160180534,0.684111527,1.684002593,2.179992628,0.985528934,0.272526387,0.062768564,-31.62816253,-15.44671075,-24.75894092,-29.36582431,Double,Weibull,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Double,NA,Weibull
Keeler_etal_2008,1125,11,179,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,broadleaf deciduous,0.171865217,4.83014,6,0.526074172,0.303838597,2.022853507,0.627402268,0.863189831,0.16649367,0.697348662,1.874561305,2.381500213,1.108263163,0.31403571,0.074373276,-28.12750619,-15.94735767,-22.7732652,-19.47714877,Asymp,Weibull,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,Asymp,Weibull
Keeler_etal_2008,1132,11,180,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,broadleaf deciduous,0.174995016,4.83014,6,0.680611491,0.190923439,2.118971033,0.399316241,1.399290365,0.19536757,0.536620947,1.407185955,2.490632036,0.71076773,0.138047507,0.021237296,-31.06366802,-9.713668794,-24.69026929,-26.93882569,Double,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
Keeler_etal_2008,1139,11,181,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,broadleaf deciduous,0.241377933,4.83014,6,0.399854026,1.00E-05,0.710148344,0.214114148,0.710139487,0.214103411,0.782198832,2.562501744,2.951659353,1.603865358,0.521089939,0.144281064,-16.8159194,-16.0163265,-23.05511095,-16.05499452,Asymp,Asymp,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,Asymp,NA
Keeler_etal_2008,1146,11,182,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,broadleaf deciduous,0.236206255,4.83014,6,0.351866112,0.351851678,0.351997753,0.908063249,0.3698282,0.026480633,1.020405132,2.836295571,2.812781524,1.980432183,0.836535651,0.312588482,-14.79664314,-17.97437413,-13.80899247,-6.774374133,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Single,NA,NA,NA
Keeler_etal_2008,1153,11,183,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,broadleaf deciduous,0.182235274,4.83014,6,0.337325744,0.337324354,0.33732468,0.924401336,0.337325749,0,1.131829694,2.921634215,2.793749147,2.113445891,0.97176598,0.400071096,-22.59854502,-23.22282185,-19.02282185,-12.02282186,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1160,11,184,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,conifer,0.137371289,4.83014,6,0.331238128,0.331236017,0.331237215,0.904209424,0.331238129,0,1.541842513,2.904778808,2.61401601,2.290216258,1.294725239,0.674911301,-19.90182141,-12.94011063,-8.740110634,-1.740110636,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1167,11,185,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,conifer,0.214197983,4.83014,6,0.271619758,0.2716187,0.2716159,0.834298,0.271618402,0,1.332510342,3.487066234,3.20519957,2.648534044,1.368970703,0.644192848,-29.395898,-20.270248,-16.070248,-9.070248,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1174,11,186,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,graminoid,0.283718222,4.83014,6,0.25266231,0.2526622,0.2526582,0.6347544,0.25266231,0,1.190777432,3.777595173,3.560570338,2.776787381,1.326835699,0.570784963,-24.37061,-23.21181,-19.01181,-12.01181,Single,Weibull,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1181,11,187,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,graminoid,0.33137798,4.83014,6,0.218055404,0.2180554,0.2180506,0.6510617,0.218055404,0,1.163578786,4.339315338,4.115865605,3.166823239,1.487309625,0.627326251,-25.93793,-25.43566,-21.23566,-14.23566,Single,Weibull,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1188,11,188,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate deciduous forest,wood,0.140564851,4.83014,6,0.277640676,0.277639281,0.277639355,0.924860045,0.277640554,0,2.028242957,3.255022367,2.884021157,2.716908094,1.761074192,1.073241475,-20.36568972,-7.707769938,-3.507769938,3.492230061,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1195,11,189,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate deciduous forest,wood,0.277532791,4.83014,6,0.233719163,0.2337178,0.2337172,0.6685181,0.233717018,0,1.73307429,3.715395794,3.310912522,3.007183254,1.810475835,1.014100805,-14.069016,-9.389456,-5.189456,1.810544,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1202,11,190,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate coniferous forest,filter,0.016976166,4.83014,6,0.511613666,0.511613364,0.511615289,0.563775365,0.511615052,0,2.617160587,1.894730144,1.683252671,1.647129748,1.177067781,0.801897679,-26.77506791,-4.793641342,-0.593641342,6.406358658,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1209,11,191,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate coniferous forest,filter,0.029537448,4.83014,6,0.572718789,0.572716258,0.572719437,0.416943414,0.572718657,0,2.441297161,1.661271164,1.473185443,1.429682898,0.99724371,0.660863098,-23.46868938,-6.305614805,-2.105614805,4.894385195,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Keeler_etal_2008,1216,11,192,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate coniferous forest,broadleaf deciduous,0.201866996,4.83014,6,0.397595846,1.00E-05,0.497548231,0.102296746,0.497545959,0.102290939,0.988663794,2.517604294,2.529945579,1.737752037,0.713996464,0.258499197,-16.13539653,-19.32444408,-16.50995951,-9.509936409,Single,Single,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Single,NA,Asymp,NA
Keeler_etal_2008,1223,11,193,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate coniferous forest,broadleaf deciduous,0.270830146,4.83014,6,0.353885446,1.00E-05,0.527743097,0.174514795,0.527738668,0.174505168,0.895932405,2.869142798,3.026391243,1.905849513,0.714191433,0.232760126,-18.65539388,-20.61533264,-22.25771519,-15.25762106,Asymp,Asymp,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Single,NA,Asymp,NA
Keeler_etal_2008,1230,11,194,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate coniferous forest,broadleaf deciduous,0.258671227,4.83014,6,0.382644965,0.151559408,1.421912878,0.531413597,0.865477839,0.269847622,0.622947153,2.746517133,3.942093591,1.524978727,0.37169768,0.074116328,-32.91319021,-13.53190167,-28.22339726,-29.26729357,Double,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
Keeler_etal_2008,1237,11,195,Zhang,Field,45.4,-93.2,6.7,801,4.83014,N,100,NH4NO3,inorganic,temperate coniferous forest,broadleaf deciduous,0.265672257,4.83014,6,0.368966752,0.220881254,2.563106391,0.703706873,0.80475405,0.26714514,0.628619432,2.857088962,4.056481846,1.594817086,0.393703205,0.079654783,-33.77433308,-14.06362522,-21.41438197,-25.39437246,Double,Weibull,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Double,NA,Weibull
Keeler_etal_2008,1244,11,196,Zhang,Field,45.4,-93.2,6.7,801,4.83014,C,0,Reference,Reference,temperate coniferous forest,broadleaf deciduous,0.174474478,4.83014,6,0.595610604,0.337811294,4.731640899,0.665627162,1.134601514,0.188680879,0.584421205,1.612269026,2.512631438,0.861142073,0.19124324,0.034288372,-29.0848956,-11.39687016,-18.35358787,-17.35271488,Asymp,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
