Paper,ID,PaperID,DecompID,Source,Experiment_Type,Latitude,Longitude,MAT,MAP,Duration_years,Treatment,N_addition_kgN_ha_yr,N_Form,N_Form_Cat2,Ecosystem,Substrate_Cat,FinalMass,Years,Harvests,single.k,double.ks,double.k,double.A,asymp.k,asymp.A,weibull.alpha,weibull.beta,weibull.mrt,weibull.half.life,weibull.quarter,weibull.tenth,weibull.AIC,Single_AICc,Asym_AICc,Double_AICc,Best_Model_3,Best_Model_4,Single_3,Double_3,Asymp_3,Single_4,Double_4,Asymp_4,Weibull_4,Single,Double,Asymp,Weibull
Aerts_etal_2006,1,1,1,Zhang,Field,68.2,19,0.5,320,3,C,0,Reference,Reference,arctic,shrub,0.64,3,3,0.173314855,1.00E-05,0.743940785,0.593614879,0.743942752,0.593615298,0.572019918,11.69865626,18.78780284,6.164083369,1.324989,0.228870797,-20.15357758,-11.08943709,-18.02255611,NA,Asymp,Weibull,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,Asymp,Weibull
Aerts_etal_2006,5,1,2,Zhang,Field,68.2,19,0.5,320,3,N,100,NH4,inorganic,arctic,shrub,0.59,3,3,0.219959706,0.026128106,1.487441046,0.633550348,1.256156324,0.58261913,0.357825838,17.10366117,79.77563837,6.141169159,0.525940581,0.031754869,-24.37840756,-6.626167955,-21.51991683,NA,Asymp,Weibull,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,Asymp,Weibull
Aerts_etal_2006,9,1,3,Zhang,Field,68.2,19,0.5,320,3,C,0,Reference,Reference,arctic,graminoid,0.62,3,3,0.1654983,0.138886726,18.96223118,0.944471586,0.355114029,0.42730862,0.81233039,7.567347806,8.482045675,4.819429882,1.632492405,0.474061363,-25.28210931,-18.3067084,-11.79389532,NA,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Aerts_etal_2006,13,1,4,Zhang,Field,68.2,19,0.5,320,3,N,100,NH4,inorganic,arctic,graminoid,0.62,3,3,0.168849106,1.00E-05,0.349925701,0.412619733,0.349957386,0.41263639,0.84299664,7.076202411,7.738842135,4.58121158,1.614130383,0.490294943,-24.51769973,-19.26407356,-19.36683385,NA,Asymp,Weibull,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Single,NA,Asymp,Weibull
Aerts_etal_2006,17,1,5,Zhang,Field,68.2,19,0.5,320,3,C,0,Reference,Reference,arctic,broadleaf deciduous,0.48,3,3,0.288971511,1.00E-05,0.832095587,0.433082103,0.832076148,0.433065835,0.58489119,4.90315906,7.632884798,2.620186075,0.582597377,0.104599376,-21.00988915,-9.135103036,-38.58783652,NA,Asymp,Asymp,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,Asymp,NA
Aerts_etal_2006,21,1,6,Zhang,Field,68.2,19,0.5,320,3,N,100,NH4,inorganic,arctic,broadleaf deciduous,0.54,3,3,0.264920574,0.043468574,2.004261102,0.614130427,1.500834143,0.539901683,0.295555071,14.91437822,147.8080529,4.315625992,0.220219607,0.007359881,-27.87208918,-5.055326292,-15.76074368,NA,Asymp,Weibull,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,Asymp,Weibull
Aerts_etal_2006,25,1,7,Zhang,Field,68.2,19,0.5,320,3,C,0,Reference,Reference,arctic,broadleaf deciduous,0.53,3,3,0.240031954,0.1357864,2.091556145,0.796114941,0.74414131,0.480530454,0.60013912,6.420870468,9.657767185,3.486298013,0.805361674,0.151043247,-39.06521902,-10.40776735,-11.5024109,NA,Asymp,Weibull,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Single,NA,Asymp,Weibull
Aerts_etal_2006,29,1,8,Zhang,Field,68.2,19,0.5,320,3,N,100,NH4,inorganic,arctic,broadleaf deciduous,0.6,3,3,0.201480551,0.064097625,1.505257734,0.723504396,0.937367457,0.578510373,0.480347647,11.93861247,25.78365258,5.566474639,0.892287277,0.110240131,-29.76223291,-8.938876615,-16.2235182,NA,Asymp,Weibull,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,Asymp,Weibull
Bejarano_etal_2014,39,2,15,Zhang,Field,24.23333333,-89.517,25.8,531,1,C,0,Reference,Reference,subtropical forest,herb,0.42,1,7,1.987432576,0.284110831,22.48128484,0.561807474,16.20855181,0.48662194,0.241948611,1.752334056,51.49178079,0.38523982,0.010168209,0.000160043,-37.69526717,-2.859410822,-27.6870241,-50.77003745,Double,Double,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Double,NA,NA
Bejarano_etal_2014,47,2,16,Zhang,Field,24.23333333,-89.517,25.8,531,1,N,2.4,urea,urea,subtropical forest,herb,0.48,1,7,1.753873265,0.156433153,17.51049515,0.553222067,14.53437092,0.508194857,0.242803565,2.452081518,70.46329298,0.54195809,0.014488958,0.000231409,-32.40595431,-3.125212052,-35.14936363,-39.8240525,Double,Double,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Double,NA,NA
Bejarano_etal_2014,55,2,17,Zhang,Field,24.23333333,-89.517,25.8,531,1,N,24,urea,urea,subtropical forest,herb,0.44,1,7,1.696296773,0.331085431,17.6720612,0.603441324,11.41741567,0.499496539,0.317622297,1.616417452,11.72184029,0.509811273,0.031988808,0.001353814,-31.99842238,-5.326966706,-24.44817412,-30.04025669,Double,Weibull,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Double,NA,Weibull
Bejarano_etal_2014,63,2,18,Zhang,Field,24.23333333,-89.517,25.8,993,1,C,0,Reference,Reference,subtropical forest,herb,0.56,1,7,1.127417739,0.18577756,27.842018,0.669399106,19.60408298,0.612953017,0.191985292,17.12271103,2945.166571,2.537902644,0.02601322,0.000138983,-25.8125648,-4.063043162,-22.45918792,-20.88110277,Asymp,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
Bejarano_etal_2014,71,2,19,Zhang,Field,24.23333333,-89.517,25.8,993,1,N,2.4,urea,urea,subtropical forest,herb,0.54,1,7,1.017660941,0.280812809,39.94045558,0.726827112,17.8651186,0.635287827,0.233275038,11.94017685,445.3277768,2.481210948,0.057211866,0.000771686,-30.28242681,-6.244412508,-21.07067985,-28.17446959,Double,Weibull,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Double,NA,Weibull
Bejarano_etal_2014,79,2,20,Zhang,Field,24.23333333,-89.517,25.8,993,1,N,24,urea,urea,subtropical forest,herb,0.53,1,7,1.206958567,0.257912248,24.6165911,0.675593592,14.15014578,0.588272242,0.252619329,5.768528989,130.0860399,1.351974941,0.041606167,0.000780388,-38.7128899,-5.468251883,-24.79442307,-29.8451862,Double,Weibull,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Double,NA,Weibull
Bejarano_etal_2014,87,2,21,Zhang,Field,24.23333333,-89.517,25.8,1035,1,C,0,Reference,Reference,subtropical forest,herb,0.45,1,7,1.121747,0.5137158,293.6700418,0.7803807,8.69451218,0.579855835,0.375705015,2.711585321,10.81667506,1.022243485,0.098408291,0.006790809,-25.09103082,-9.639663269,-13.55694048,-31.34974861,Double,Double,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Double,NA,NA
Bejarano_etal_2014,95,2,22,Zhang,Field,24.23333333,-89.517,25.8,1035,1,N,2.4,urea,urea,subtropical forest,herb,0.53,1,7,1.123840737,0.305669326,28.5856386,0.709412949,14.20359853,0.606137944,0.272369858,5.680803242,84.14962857,1.479121654,0.058589511,0.001466199,-29.55974063,-6.421542417,-20.31644972,-24.41619448,Double,Weibull,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Double,NA,Weibull
Bejarano_etal_2014,103,2,23,Zhang,Field,24.23333333,-89.517,25.8,1035,1,N,24,urea,urea,subtropical forest,herb,0.59,1,7,1.046886965,0.131651257,20.93637771,0.665599474,16.28680655,0.621948725,0.207583174,16.77480697,1478.523845,2.869846596,0.041500487,0.000328518,-28.20495173,-4.80792773,-26.44651446,-23.61583676,Asymp,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
Bejarano_etal_2014,111,2,24,Zhang,Field,24.23333333,-89.517,25.8,531,1,C,0,Reference,Reference,subtropical forest,broadleaf deciduous,0.46,1,7,1.109335479,0.4814256,214.6041289,0.7727797,11.18114893,0.60040125,0.351932086,3.153880206,15.56253048,1.113159856,0.091489027,0.005270188,-25.20981565,-8.962443806,-14.25985047,-28.79082147,Double,Double,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Double,NA,NA
Bejarano_etal_2014,119,2,25,Zhang,Field,24.23333333,-89.517,25.8,531,1,N,2.4,urea,urea,subtropical forest,broadleaf deciduous,0.53,1,7,0.989040384,0.305673341,45.59823741,0.742401629,17.63436787,0.642471866,0.248931915,10.48207248,258.1657516,2.404457692,0.070276778,0.001242754,-26.68058147,-6.812835836,-18.79342728,-24.7803579,Double,Weibull,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Double,NA,Weibull
Bejarano_etal_2014,127,2,26,Zhang,Field,24.23333333,-89.517,25.8,531,1,N,24,urea,urea,subtropical forest,broadleaf deciduous,0.59,1,7,1.021091678,0.167079769,22.16843687,0.684577084,15.16154217,0.626204189,0.224611857,13.75818668,666.8370007,2.690892199,0.053650466,0.000612916,-37.41157776,-5.691805241,-28.83854938,-30.42923677,Double,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
Bejarano_etal_2014,135,2,27,Zhang,Field,24.23333333,-89.517,25.8,993,1,C,0,Reference,Reference,subtropical forest,broadleaf deciduous,0.51,1,7,1.215155508,0.304949505,32.57712165,0.689645235,17.63289937,0.596652875,0.241230125,6.294976024,188.5078565,1.377681685,0.035971686,0.000559222,-21.16015937,-4.727523239,-16.59946269,-16.17285663,Asymp,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
Bejarano_etal_2014,143,2,28,Zhang,Field,24.23333333,-89.517,25.8,993,1,N,2.4,urea,urea,subtropical forest,broadleaf deciduous,0.5,1,7,1.268396519,0.317778914,28.15590239,0.681857342,15.53447186,0.5825781,0.263036429,4.477213632,80.06893748,1.111386851,0.039257891,0.000861924,-26.75167517,-5.29968705,-19.40424969,-22.41548023,Double,Weibull,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Double,NA,Weibull
Bejarano_etal_2014,151,2,29,Zhang,Field,24.23333333,-89.517,25.8,993,1,N,24,urea,urea,subtropical forest,broadleaf deciduous,0.51,1,7,1.130207491,0.342521879,29.70610206,0.719093668,13.87950307,0.604391629,0.289971919,4.724599134,51.18644567,1.334854998,0.064323008,0.00201355,-17.92227032,-5.975539148,-13.96307834,-12.60629898,Asymp,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
Bejarano_etal_2014,159,2,30,Zhang,Field,24.23333333,-89.517,25.8,1035,1,C,0,Reference,Reference,subtropical forest,broadleaf deciduous,0.51,1,7,1.216809355,0.296294897,33.15430724,0.686463922,18.4311498,0.597456791,0.232528059,6.943075639,264.6093298,1.435531863,0.032702123,0.000435034,-20.23211635,-4.429040764,-16.22878289,-15.27809083,Asymp,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Double,Asymp,Weibull
Bejarano_etal_2014,167,2,31,Zhang,Field,24.23333333,-89.517,25.8,1035,1,N,2.4,urea,urea,subtropical forest,broadleaf deciduous,0.51,1,7,1.191197778,0.359424378,29.19737041,0.712572784,12.26089443,0.586319466,0.2991201,3.896855223,36.56702252,1.144383796,0.060504082,0.002105673,-31.82971924,-6.882686114,-19.74519474,-26.11916319,Double,Weibull,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Double,NA,Weibull
Bejarano_etal_2014,175,2,32,Zhang,Field,24.23333333,-89.517,25.8,1035,1,N,24,urea,urea,subtropical forest,broadleaf deciduous,0.51,1,7,1.164205238,0.304335232,27.13732655,0.697459261,15.6042036,0.601558491,0.267980455,5.323708904,85.9820262,1.355926461,0.050943051,0.001200118,-16.89137108,-5.052879051,-13.98663665,-11.77880634,Asymp,Weibull,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,Double,Asymp,Weibull
Cleveland_and_Townsend_2006,201,3,39,Zhang,Field,8.7,-83.6,24.8,3528,0.821917808,C,0,Reference,Reference,subtropical forest,broadleaf evergreen,0.14,0.821917808,7,2.182828196,1.886642598,33.73093559,0.900725043,2.549237529,0.077912321,0.850737555,0.466586698,0.507350812,0.30327076,0.107872578,0.03312367,-23.53915084,-24.00045451,-20.81177174,-18.70299383,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Cleveland_and_Townsend_2006,209,3,40,Zhang,Field,8.7,-83.6,24.8,3528,0.821917808,N,150,NH4NO3,inorganic,subtropical forest,broadleaf evergreen,0.16,0.821917808,7,2.33100943,2.010842418,25.41296968,0.895027434,2.699384076,0.071933052,0.858257337,0.434067083,0.469434618,0.283200729,0.101650186,0.031537577,-24.35680948,-24.77300583,-21.78840911,-19.5673849,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,Asymp,Weibull
Cleveland_and_Townsend_2006,217,3,41,Zhang,Field,8.7,-83.6,24.8,3528,0.821917808,C,0,Reference,Reference,subtropical forest,broadleaf evergreen,0.1,0.821917808,7,2.095708078,0.031734188,2.095744712,1.00E-05,2.095745566,0,0.81183969,0.488246133,0.547491488,0.310865371,0.094045402,0.023379962,-10.57224396,-13.00723336,-9.273892911,-3.673893499,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Cleveland_and_Townsend_2006,225,3,42,Zhang,Field,8.7,-83.6,24.8,3528,0.821917808,N,150,NH4NO3,inorganic,subtropical forest,broadleaf evergreen,0.1,0.821917808,7,2.327027207,0.445278927,2.327056581,1.00E-05,2.327027095,0,1.053561677,0.428689108,0.41992688,0.302733257,0.13139033,0.050641446,-20.54607348,-23.6272852,-19.89395187,-14.29380847,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Single,NA,NA,NA
Chen_etal_2013,233,4,43,Zhang,Field,23.16666667,112.1666667,21,1927,1.5,C,0,Reference,Reference,tropical forest,broadleaf evergreen,0.08,1.5,5,2.319004361,1.00E-05,2.556311739,0.039199682,2.556310352,0.039199137,1.090570786,0.434547623,0.420505443,0.31051467,0.138639478,0.055192602,-10.67454461,-13.50155234,-8.904937645,1.095064816,Single,Single,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Chen_etal_2013,239,4,44,Zhang,Field,23.16666667,112.1666667,21,1927,1.5,N,150,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.16,1.5,5,1.422350962,1.000937061,5.63708197,0.737911124,1.956888586,0.135678738,0.773665529,0.705634896,0.819612059,0.439378987,0.14099339,0.038489662,-39.79399051,-19.74572588,-23.50174173,-31.14539548,Double,Weibull,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Double,NA,Weibull
Chen_etal_2013,245,4,45,Zhang,Field,23.16666667,112.1666667,21,1927,1.5,C,0,Reference,Reference,tropical forest,broadleaf evergreen,0.02,1.5,5,2.91496917,0.90361552,2.915003803,1.00E-05,2.914969153,0,1.279184404,0.357779545,0.331542096,0.268646453,0.135089504,0.061602138,-25.11597028,-21.16244875,-16.16244875,-6.162294972,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Chen_etal_2013,251,4,46,Zhang,Field,23.16666667,112.1666667,21,1927,1.5,N,150,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.17,1.5,5,1.732552501,0.821175871,5.582367539,0.533374874,2.839135248,0.172930838,0.625263436,0.550486429,0.786590657,0.306319508,0.075053655,0.015055322,-28.27146801,-13.37247163,-20.12154039,-14.48351757,Asymp,Weibull,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,Asymp,Weibull
Fang_etal_2007,257,5,47,Zhang,Field,23.31666667,112.3166667,21,1927,1,C,0,Reference,Reference,tropical forest,broadleaf evergreen,0.51,1,4,0.603198084,0.603185199,0.603198386,0.01993125,0.60319811,0,1.561925851,1.241276656,1.115505344,0.98165625,0.559043348,0.293868146,-17.39908163,-12.24902209,-5.582355428,14.41764457,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,262,5,48,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,50,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.52,1,4,0.563064451,0.563058504,0.563067102,0.331685294,0.563064402,0,1.695332754,1.248941347,1.114571489,1.006125585,0.598934337,0.331179921,-20.36076163,-11.69184478,-5.025178114,14.97482189,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,267,5,49,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,100,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.54,1,4,0.53745137,0.537443739,0.537454172,0.28672489,0.537451333,0,1.67362387,1.294499163,1.156294383,1.039905944,0.614892255,0.337400813,-19.82050626,-12.16187885,-5.495212183,14.50478782,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,277,5,51,Zhang,Field,23.31666667,112.3166667,21,1927,1,C,0,Reference,Reference,tropical forest,broadleaf evergreen,0.49,1,4,0.662926854,0.662896088,0.662928326,0.037253768,0.662927142,0,1.368958493,1.239598049,1.133944438,0.948433083,0.498914631,0.239532442,-15.59370474,-13.8756097,-7.208943029,12.79105697,Single,Weibull,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,282,5,52,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,50,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.54,1,4,0.580040466,0.543613711,0.580040833,1.00E-05,0.580040474,0,1.399991671,1.354418714,1.23444998,1.042452248,0.55623689,0.271432327,-18.78738318,-15.16967724,-8.50301057,11.49698955,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,287,5,53,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,100,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.51,1,4,0.625444101,0.62542694,0.625447592,0.162345577,0.625444102,0,1.447747408,1.258211913,1.141090594,0.976804037,0.532120009,0.265882542,-18.77964485,-14.09650793,-7.429841261,12.57015874,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,297,5,55,Zhang,Field,23.31666667,112.3166667,21,1927,1,C,0,Reference,Reference,tropical forest,broadleaf evergreen,0.14,1,4,0.5,0.3,1,0.4,0.9,0.02,1.447747408,1.258211913,1.141090594,0.976804037,0.532120009,0.265882542,-18.77964485,3.333333333,10,30,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,302,5,56,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,50,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.27,1,4,1.01135158,0.032122001,1.011365487,1.00E-05,1.011351925,0,1.703217029,0.852548967,0.760584588,0.687486386,0.410236144,0.227462512,-19.8793087,-8.399783608,-1.733116941,18.26694776,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,307,5,57,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,100,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.38,1,4,0.72863126,0.728637219,0.728632568,0.041912973,0.728631121,0,1.910017746,1.025773513,0.910084181,0.846671225,0.534271963,0.315768835,-23.21511088,-8.876574712,-2.209908046,17.79009195,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,312,5,58,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,150,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.38,1,4,0.72751666,0.727494202,0.727516911,0.017893566,0.72751666,0,2.125898191,0.994485955,0.880752531,0.836998416,0.55344818,0.345045748,-16.30865244,-6.66008439,0.006582277,20.00658228,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,317,5,59,Zhang,Field,23.31666667,112.3166667,21,1927,1,C,0,Reference,Reference,tropical forest,broadleaf evergreen,0.53,1,4,0.571754283,0.571738655,0.571757755,0.189161831,0.571754277,0,1.364070066,1.393013653,1.275063145,1.064791293,0.558835842,0.26759646,-49.49873117,-18.28355735,-11.61689068,8.38310932,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,322,5,60,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,50,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.53,1,4,0.572517682,0.572505026,0.572523119,0.311674305,0.572517684,0,1.316217597,1.423592706,1.311579888,1.077587272,0.552450333,0.257550588,-27.4035008,-19.2083452,-12.54167853,7.458321471,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,327,5,61,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,100,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.56,1,4,0.528764818,0.528748717,0.528769948,0.260642922,0.528764817,0,1.372619191,1.47210521,1.346026808,1.127131941,0.593934192,0.285710554,-27.02598287,-18.18846897,-11.52180231,8.478197694,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,337,5,63,Zhang,Field,23.31666667,112.3166667,21,1927,1,C,0,Reference,Reference,tropical forest,broadleaf evergreen,0.49,1,4,0.601698884,0.601683127,0.601700166,0.074001812,0.601698884,0,1.612736161,1.228522755,1.10067273,0.978779282,0.567380477,0.3043552,-31.17922757,-13.29072335,-6.624056685,13.37594331,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,342,5,64,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,50,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.53,1,4,0.599957173,0.599940091,0.599960329,0.134348225,0.599957539,0,1.355348295,1.346384648,1.233756936,1.027371122,0.536964311,0.255907828,-21.19581323,-16.55378959,-9.887122919,10.11287708,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,347,5,65,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,100,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.52,1,4,0.631671955,0.631634994,0.631672582,0.01645973,0.631671955,0,1.206946401,1.386885563,1.302659174,1.023666755,0.494003185,0.214927949,-23.98867843,-20.941183,-14.27451634,5.725483664,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,357,5,67,Zhang,Field,23.31666667,112.3166667,21,1927,1,C,0,Reference,Reference,tropical forest,broadleaf evergreen,0.29,1,4,0.81461827,0.68755508,0.814619111,1.00E-05,0.814617946,0,2.331548863,0.922143765,0.817081215,0.78800462,0.540414057,0.351257599,-23.80255123,-5.309739113,1.356927554,21.3569282,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,362,5,68,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,50,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.39,1,4,0.736407606,0.717557018,0.736407318,1.00E-05,0.736407605,0,1.706065122,1.054344854,0.940507207,0.850517916,0.507957777,0.281923381,-25.35588431,-10.73179165,-4.065124983,15.93487504,Single,Weibull,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,367,5,69,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,100,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.41,1,4,0.70342935,0.703415187,0.703429424,0.006002342,0.70342935,0,2.048904961,1.022429342,0.905770413,0.85495979,0.556605204,0.340907076,-12.06182485,-6.760686369,-0.094019703,19.9059803,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Fang_etal_2007,372,5,70,Zhang,Field,23.31666667,112.3166667,21,1927,1,N,150,NH4NO3,inorganic,tropical forest,broadleaf evergreen,0.46,1,4,0.606028808,0.606022672,0.606030763,0.267655865,0.606028809,0,1.804893361,1.166988708,1.037652355,0.952524387,0.585164053,0.335414605,-17.48874342,-7.322888744,-0.656222077,19.34377792,Single,Weibull,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Gong_etal_2015,377,6,71,Zhang,Field,44.66666667,123.7333333,6.4,470,3,C,0,Reference,Reference,grassland,graminoid,0.68,3,3,0.129465662,0.115877408,13.75495012,0.970705821,0.223534938,0.354966428,0.885018068,9.026174562,9.586519491,5.965531785,2.208605974,0.709916879,-21.91741697,-21.35130839,-10.68118879,NA,Single,Weibull,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Gong_etal_2015,381,6,72,Zhang,Field,44.66666667,123.7333333,6.4,470,3,N,100,NH4NO3,inorganic,grassland,graminoid,0.52,3,3,0.201844288,0.201837228,0.20186904,0.807688921,0.201843594,0,1.058671062,4.745373294,4.640126601,3.356736279,1.462749585,0.566384044,-11.92385723,-13.79601209,-1.796012097,NA,Single,Weibull,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Gong_etal_2015,385,6,73,Zhang,Field,44.66666667,123.7333333,6.4,470,3,C,0,Reference,Reference,grassland,graminoid,0.73,3,3,0.106414319,0.086064291,18.11846072,0.955844316,0.297009,0.5552826,0.786513322,13.70296457,15.71921058,8.598735091,2.81097976,0.783815231,-18.68320647,-17.85707915,13.39794589,NA,Single,Weibull,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
Gong_etal_2015,389,6,74,Zhang,Field,44.66666667,123.7333333,6.4,470,3,N,100,NH4NO3,inorganic,grassland,graminoid,0.61,3,3,0.14237946,0.142377023,0.142385293,0.818085154,0.1423809,0,1.433552396,5.066154005,4.600980221,3.923226245,2.124385731,1.054216831,-13.18242985,-12.04431669,15.49651135,NA,Single,Weibull,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Single,NA,NA,Weibull
