Paper,ID,PaperID,DecompID,Source,Experiment_Type,Latitude,Longitude,MAT,MAP,Treatment,N_addition_kgN_ha_yr,N_Form,N_Form_Cat2,Ecosystem,propinit,Years
Keeler_etal_2008,857,11,140,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.399080588,3.83288
Keeler_etal_2008,858,11,140,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.479534379,4.83014
Keeler_etal_2008,859,11,141,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,1,0
Keeler_etal_2008,860,11,141,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,1.127278691,0.36164
Keeler_etal_2008,861,11,141,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.938055274,0.83836
Keeler_etal_2008,862,11,141,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.638847082,1.83836
Keeler_etal_2008,863,11,141,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.503668982,2.83562
Keeler_etal_2008,864,11,141,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.361033207,3.83288
Keeler_etal_2008,865,11,141,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.342735561,4.83014
Keeler_etal_2008,866,11,142,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1,0
Keeler_etal_2008,867,11,142,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1.00044818,0.36164
Keeler_etal_2008,868,11,142,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1.013708767,0.83836
Keeler_etal_2008,869,11,142,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.911977577,1.83836
Keeler_etal_2008,870,11,142,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.747303815,2.83562
Keeler_etal_2008,871,11,142,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.705468824,3.83288
Keeler_etal_2008,872,11,142,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.609652163,4.83014
Keeler_etal_2008,873,11,143,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,1,0
Keeler_etal_2008,874,11,143,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.995773823,0.36164
Keeler_etal_2008,875,11,143,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.94767129,0.83836
Keeler_etal_2008,876,11,143,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.824771704,1.83836
Keeler_etal_2008,877,11,143,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.596033938,2.83562
Keeler_etal_2008,878,11,143,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.560321373,3.83288
Keeler_etal_2008,879,11,143,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.351476234,4.83014
Keeler_etal_2008,880,11,144,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1,0
Keeler_etal_2008,881,11,144,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.984766551,0.36164
Keeler_etal_2008,882,11,144,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.692875763,0.83836
Keeler_etal_2008,883,11,144,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.528025927,1.83836
Keeler_etal_2008,884,11,144,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.410463725,2.83562
Keeler_etal_2008,885,11,144,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.413870653,3.83288
Keeler_etal_2008,886,11,144,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.281818024,4.83014
Keeler_etal_2008,887,11,145,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,1,0
Keeler_etal_2008,888,11,145,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.874176107,0.36164
Keeler_etal_2008,889,11,145,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.698186178,0.83836
Keeler_etal_2008,890,11,145,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.462826652,1.83836
Keeler_etal_2008,891,11,145,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.391548972,2.83562
Keeler_etal_2008,892,11,145,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.400072213,3.83288
Keeler_etal_2008,893,11,145,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.296490859,4.83014
Keeler_etal_2008,894,11,146,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1,0
Keeler_etal_2008,895,11,146,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.763229518,0.36164
Keeler_etal_2008,896,11,146,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.651528027,0.83836
Keeler_etal_2008,897,11,146,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.518144291,1.83836
Keeler_etal_2008,898,11,146,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.467668142,2.83562
Keeler_etal_2008,899,11,146,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.315364659,3.83288
Keeler_etal_2008,900,11,146,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.238957442,4.83014
Keeler_etal_2008,901,11,147,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,1,0
Keeler_etal_2008,902,11,147,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.765064872,0.36164
Keeler_etal_2008,903,11,147,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.659868728,0.83836
Keeler_etal_2008,904,11,147,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.543135979,1.83836
Keeler_etal_2008,905,11,147,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.515484848,2.83562
Keeler_etal_2008,906,11,147,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.440972467,3.83288
Keeler_etal_2008,907,11,147,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.427798122,4.83014
Keeler_etal_2008,908,11,148,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1,0
Keeler_etal_2008,909,11,148,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.871715818,0.36164
Keeler_etal_2008,910,11,148,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.829211695,0.83836
Keeler_etal_2008,911,11,148,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.5319522,1.83836
Keeler_etal_2008,912,11,148,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.531288591,2.83562
Keeler_etal_2008,913,11,148,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.4013955,3.83288
Keeler_etal_2008,914,11,148,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.349152341,4.83014
Keeler_etal_2008,915,11,149,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,1,0
Keeler_etal_2008,916,11,149,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.85789463,0.36164
Keeler_etal_2008,917,11,149,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.733772403,0.83836
Keeler_etal_2008,918,11,149,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.544725787,1.83836
Keeler_etal_2008,919,11,149,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.449940202,2.83562
Keeler_etal_2008,920,11,149,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.397228431,3.83288
Keeler_etal_2008,921,11,149,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.341983047,4.83014
Keeler_etal_2008,922,11,150,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1,0
Keeler_etal_2008,923,11,150,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.946587774,0.36164
Keeler_etal_2008,924,11,150,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.862232622,0.83836
Keeler_etal_2008,925,11,150,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.70498345,1.83836
Keeler_etal_2008,926,11,150,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.65383696,2.83562
Keeler_etal_2008,927,11,150,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.54198684,3.83288
Keeler_etal_2008,928,11,150,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.483623553,4.83014
Keeler_etal_2008,929,11,151,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,1,0
Keeler_etal_2008,930,11,151,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.942381379,0.36164
Keeler_etal_2008,931,11,151,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.874015606,0.83836
Keeler_etal_2008,932,11,151,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.706787951,1.83836
Keeler_etal_2008,933,11,151,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.695370453,2.83562
Keeler_etal_2008,934,11,151,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.637462347,3.83288
Keeler_etal_2008,935,11,151,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.575207727,4.83014
Keeler_etal_2008,936,11,152,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1,0
Keeler_etal_2008,937,11,152,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.984378841,0.36164
Keeler_etal_2008,938,11,152,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.919315409,0.83836
Keeler_etal_2008,939,11,152,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.794734541,1.83836
Keeler_etal_2008,940,11,152,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.759511937,2.83562
Keeler_etal_2008,941,11,152,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.639558464,3.83288
Keeler_etal_2008,942,11,152,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.600330449,4.83014
Keeler_etal_2008,943,11,153,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,1,0
Keeler_etal_2008,944,11,153,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.977183708,0.36164
Keeler_etal_2008,945,11,153,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.935634016,0.83836
Keeler_etal_2008,946,11,153,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.839751437,1.83836
Keeler_etal_2008,947,11,153,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.721745585,2.83562
Keeler_etal_2008,948,11,153,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.727751889,3.83288
Keeler_etal_2008,949,11,153,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.495162251,4.83014
Keeler_etal_2008,950,11,154,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1,0
Keeler_etal_2008,951,11,154,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.960230645,0.36164
Keeler_etal_2008,952,11,154,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.895671929,0.83836
Keeler_etal_2008,953,11,154,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.787643095,1.83836
Keeler_etal_2008,954,11,154,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.679784433,2.83562
Keeler_etal_2008,955,11,154,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.624555978,3.83288
Keeler_etal_2008,956,11,154,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.572358217,4.83014
Keeler_etal_2008,957,11,155,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,1,0
Keeler_etal_2008,958,11,155,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.959593508,0.36164
Keeler_etal_2008,959,11,155,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.928073837,0.83836
Keeler_etal_2008,960,11,155,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.811671966,1.83836
Keeler_etal_2008,961,11,155,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.658301408,2.83562
Keeler_etal_2008,962,11,155,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.615434779,3.83288
Keeler_etal_2008,963,11,155,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.556180089,4.83014
Keeler_etal_2008,964,11,156,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,1,0
Keeler_etal_2008,965,11,156,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.982677175,0.36164
Keeler_etal_2008,966,11,156,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.998974656,0.83836
Keeler_etal_2008,967,11,156,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.890421376,1.83836
Keeler_etal_2008,968,11,156,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.739720071,2.83562
Keeler_etal_2008,969,11,156,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.709728474,3.83288
Keeler_etal_2008,970,11,156,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,grassland,0.506287324,4.83014
Keeler_etal_2008,971,11,157,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,1,0
Keeler_etal_2008,972,11,157,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.985020059,0.36164
Keeler_etal_2008,973,11,157,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,1.117766801,0.83836
Keeler_etal_2008,974,11,157,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.834405548,1.83836
Keeler_etal_2008,975,11,157,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.612648762,2.83562
Keeler_etal_2008,976,11,157,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.574226766,3.83288
Keeler_etal_2008,977,11,157,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,grassland,0.346899483,4.83014
Keeler_etal_2008,978,11,158,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,1,0
Keeler_etal_2008,979,11,158,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.991278891,0.36164
Keeler_etal_2008,980,11,158,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.756205748,0.83836
Keeler_etal_2008,981,11,158,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.158181269,1.83836
Keeler_etal_2008,982,11,158,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.061676104,2.83562
Keeler_etal_2008,983,11,158,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.028379655,3.83288
Keeler_etal_2008,984,11,158,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.004902221,4.83014
Keeler_etal_2008,985,11,159,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,1,0
Keeler_etal_2008,986,11,159,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.98475036,0.36164
Keeler_etal_2008,987,11,159,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.843793494,0.83836
Keeler_etal_2008,988,11,159,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.150726053,1.83836
Keeler_etal_2008,989,11,159,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.075369999,2.83562
Keeler_etal_2008,990,11,159,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.04431038,3.83288
Keeler_etal_2008,991,11,159,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.036210853,4.83014
Keeler_etal_2008,992,11,160,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,1,0
Keeler_etal_2008,993,11,160,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.921924942,0.36164
Keeler_etal_2008,994,11,160,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.632923478,0.83836
Keeler_etal_2008,995,11,160,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.372180589,1.83836
Keeler_etal_2008,996,11,160,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.267074493,2.83562
Keeler_etal_2008,997,11,160,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.248125956,3.83288
Keeler_etal_2008,998,11,160,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.135812057,4.83014
Keeler_etal_2008,999,11,161,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,1,0
Keeler_etal_2008,1000,11,161,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.888752077,0.36164
Keeler_etal_2008,1001,11,161,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.660383571,0.83836
Keeler_etal_2008,1002,11,161,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.355591006,1.83836
Keeler_etal_2008,1003,11,161,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.316076633,2.83562
Keeler_etal_2008,1004,11,161,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.273507835,3.83288
Keeler_etal_2008,1005,11,161,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.242180817,4.83014
Keeler_etal_2008,1006,11,162,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,1,0
Keeler_etal_2008,1007,11,162,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.765122742,0.36164
Keeler_etal_2008,1008,11,162,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.541842053,0.83836
Keeler_etal_2008,1009,11,162,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.359577012,1.83836
Keeler_etal_2008,1010,11,162,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.262548655,2.83562
Keeler_etal_2008,1011,11,162,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.245949969,3.83288
Keeler_etal_2008,1012,11,162,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.185865936,4.83014
Keeler_etal_2008,1013,11,163,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,1,0
Keeler_etal_2008,1014,11,163,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.746051136,0.36164
Keeler_etal_2008,1015,11,163,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.520651215,0.83836
Keeler_etal_2008,1016,11,163,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.417929034,1.83836
Keeler_etal_2008,1017,11,163,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.262324508,2.83562
Keeler_etal_2008,1018,11,163,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.240029111,3.83288
Keeler_etal_2008,1019,11,163,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.204575919,4.83014
Keeler_etal_2008,1020,11,164,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,1,0
Keeler_etal_2008,1021,11,164,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.898667592,0.36164
Keeler_etal_2008,1022,11,164,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.733725145,0.83836
Keeler_etal_2008,1023,11,164,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.421248638,1.83836
Keeler_etal_2008,1024,11,164,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.327061819,2.83562
Keeler_etal_2008,1025,11,164,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.331775283,3.83288
Keeler_etal_2008,1026,11,164,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.19426351,4.83014
Keeler_etal_2008,1027,11,165,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,1,0
Keeler_etal_2008,1028,11,165,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.884484381,0.36164
Keeler_etal_2008,1029,11,165,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.77398397,0.83836
Keeler_etal_2008,1030,11,165,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.441791958,1.83836
Keeler_etal_2008,1031,11,165,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.351657036,2.83562
Keeler_etal_2008,1032,11,165,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.303530967,3.83288
Keeler_etal_2008,1033,11,165,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.301138061,4.83014
Keeler_etal_2008,1034,11,166,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,1,0
Keeler_etal_2008,1035,11,166,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.935629256,0.36164
Keeler_etal_2008,1036,11,166,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.846384403,0.83836
Keeler_etal_2008,1037,11,166,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.537053,1.83836
Keeler_etal_2008,1038,11,166,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.461466964,2.83562
Keeler_etal_2008,1039,11,166,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.342056029,3.83288
Keeler_etal_2008,1040,11,166,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.300232291,4.83014
Keeler_etal_2008,1041,11,167,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,1,0
Keeler_etal_2008,1042,11,167,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.927495322,0.36164
Keeler_etal_2008,1043,11,167,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.798469922,0.83836
Keeler_etal_2008,1044,11,167,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.564519937,1.83836
Keeler_etal_2008,1045,11,167,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.398440078,2.83562
Keeler_etal_2008,1046,11,167,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.367560735,3.83288
Keeler_etal_2008,1047,11,167,Zhang,Field,45.4,-93.2,6.7,801,N,100,NH4NO3,inorganic,temperate deciduous forest,0.34275139,4.83014
Keeler_etal_2008,1048,11,168,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,1,0
Keeler_etal_2008,1049,11,168,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.975293702,0.36164
Keeler_etal_2008,1050,11,168,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.892854785,0.83836
Keeler_etal_2008,1051,11,168,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.663744158,1.83836
Keeler_etal_2008,1052,11,168,Zhang,Field,45.4,-93.2,6.7,801,C,0,Reference,Reference,temperate deciduous forest,0.414226924,2.83562
